,,,,,,,,,,
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,SLAA WILLIBROD PETER,CHADEMA,9712,1055,24.45
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,KUGA PETER MZIRAY,APPT - MAENDELEO,628,1055,1.58
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,LIPUMBA IBRAHIM HARUNA,CUF,361,1055,0.91
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,207,1055,0.52
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,MGAYWA MUTTAMWEGA BHATT,TLP,64,1055,0.16
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,44,1055,0.11
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,KIKWETE JAKAYA MRISHO,CCM,19177,1125,61.62
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,SLAA WILLIBROD PETER,CHADEMA,9871,1125,31.72
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,KUGA PETER MZIRAY,APPT - MAENDELEO,551,1125,1.77
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,LIPUMBA IBRAHIM HARUNA,CUF,232,1125,0.75
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,71,1125,0.23
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,MGAYWA MUTTAMWEGA BHATT,TLP,48,1125,0.15
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,47,1125,0.15
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,KIKWETE JAKAYA MRISHO,CCM,27652,1055,69.61
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,SLAA WILLIBROD PETER,CHADEMA,9712,1055,24.45
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,KUGA PETER MZIRAY,APPT - MAENDELEO,628,1055,1.58
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,LIPUMBA IBRAHIM HARUNA,CUF,361,1055,0.91
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,207,1055,0.52
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,MGAYWA MUTTAMWEGA BHATT,TLP,64,1055,0.16
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,44,1055,0.11
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,KIKWETE JAKAYA MRISHO,CCM,20836,790,59
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,SLAA WILLIBROD PETER,CHADEMA,13154,790,37.25
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,KUGA PETER MZIRAY,APPT - MAENDELEO,267,790,0.76
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,LIPUMBA IBRAHIM HARUNA,CUF,175,790,0.5
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,50,790,0.14
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,23,790,0.07
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,MGAYWA MUTTAMWEGA BHATT,TLP,19,790,0.05
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,KIKWETE JAKAYA MRISHO,CCM,9526,315,57.11
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,SLAA WILLIBROD PETER,CHADEMA,6523,315,39.11
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,LIPUMBA IBRAHIM HARUNA,CUF,168,315,1.01
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,KUGA PETER MZIRAY,APPT - MAENDELEO,88,315,0.53
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,27,315,0.16
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,MGAYWA MUTTAMWEGA BHATT,TLP,22,315,0.13
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,10,315,0.06
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,KIKWETE JAKAYA MRISHO,CCM,16435,686,76.03
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,SLAA WILLIBROD PETER,CHADEMA,3747,686,17.33
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,KUGA PETER MZIRAY,APPT - MAENDELEO,353,686,1.63
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,LIPUMBA IBRAHIM HARUNA,CUF,304,686,1.41
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,42,686,0.19
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,26,686,0.12
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,MGAYWA MUTTAMWEGA BHATT,TLP,24,686,0.11
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,KIKWETE JAKAYA MRISHO,CCM,7817,386,62.87
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,SLAA WILLIBROD PETER,CHADEMA,3669,386,29.51
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,LIPUMBA IBRAHIM HARUNA,CUF,378,386,3.04
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,KUGA PETER MZIRAY,APPT - MAENDELEO,128,386,1.03
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,26,386,0.21
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,MGAYWA MUTTAMWEGA BHATT,TLP,17,386,0.14
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,13,386,0.1
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,KIKWETE JAKAYA MRISHO,CCM,16435,686,76.03
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,SLAA WILLIBROD PETER,CHADEMA,3747,686,17.33
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,KUGA PETER MZIRAY,APPT - MAENDELEO,353,686,1.63
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,LIPUMBA IBRAHIM HARUNA,CUF,304,686,1.41
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,42,686,0.19
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,26,686,0.12
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,MGAYWA MUTTAMWEGA BHATT,TLP,24,686,0.11
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,KIKWETE JAKAYA MRISHO,CCM,7817,386,62.87
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,SLAA WILLIBROD PETER,CHADEMA,3669,386,29.51
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,LIPUMBA IBRAHIM HARUNA,CUF,378,386,3.04
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,KUGA PETER MZIRAY,APPT - MAENDELEO,128,386,1.03
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,26,386,0.21
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,MGAYWA MUTTAMWEGA BHATT,TLP,17,386,0.14
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,13,386,0.1
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,KIKWETE JAKAYA MRISHO,CCM,13121,710,57.08
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,SLAA WILLIBROD PETER,CHADEMA,8623,710,37.51
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,LIPUMBA IBRAHIM HARUNA,CUF,216,710,0.94
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,KUGA PETER MZIRAY,APPT - MAENDELEO,208,710,0.9
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,65,710,0.28
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,30,710,0.13
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,MGAYWA MUTTAMWEGA BHATT,TLP,16,710,0.07
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,KIKWETE JAKAYA MRISHO,CCM,11404,574,57.79
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,SLAA WILLIBROD PETER,CHADEMA,7227,574,36.62
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,KUGA PETER MZIRAY,APPT - MAENDELEO,323,574,1.64
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,LIPUMBA IBRAHIM HARUNA,CUF,93,574,0.47
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,55,574,0.28
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,MGAYWA MUTTAMWEGA BHATT,TLP,37,574,0.19
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,20,574,0.1
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,KIKWETE JAKAYA MRISHO,CCM,13121,710,57.08
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,SLAA WILLIBROD PETER,CHADEMA,8623,710,37.51
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,LIPUMBA IBRAHIM HARUNA,CUF,216,710,0.94
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,KUGA PETER MZIRAY,APPT - MAENDELEO,208,710,0.9
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,65,710,0.28
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,30,710,0.13
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,MGAYWA MUTTAMWEGA BHATT,TLP,16,710,0.07
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,KIKWETE JAKAYA MRISHO,CCM,11404,574,57.79
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,SLAA WILLIBROD PETER,CHADEMA,7227,574,36.62
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,KUGA PETER MZIRAY,APPT - MAENDELEO,323,574,1.64
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,LIPUMBA IBRAHIM HARUNA,CUF,93,574,0.47
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,55,574,0.28
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,MGAYWA MUTTAMWEGA BHATT,TLP,37,574,0.19
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,20,574,0.1
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,KIKWETE JAKAYA MRISHO,CCM,19177,1125,61.62
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,SLAA WILLIBROD PETER,CHADEMA,9871,1125,31.72
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,KUGA PETER MZIRAY,APPT - MAENDELEO,551,1125,1.77
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,LIPUMBA IBRAHIM HARUNA,CUF,232,1125,0.75
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,71,1125,0.23
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,MGAYWA MUTTAMWEGA BHATT,TLP,48,1125,0.15
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,47,1125,0.15
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,KIKWETE JAKAYA MRISHO,CCM,27652,1055,69.61
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,SLAA WILLIBROD PETER,CHADEMA,9712,1055,24.45
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,KUGA PETER MZIRAY,APPT - MAENDELEO,628,1055,1.58
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,LIPUMBA IBRAHIM HARUNA,CUF,361,1055,0.91
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,207,1055,0.52
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,MGAYWA MUTTAMWEGA BHATT,TLP,64,1055,0.16
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,44,1055,0.11
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,KIKWETE JAKAYA MRISHO,CCM,19177,1125,61.62
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,SLAA WILLIBROD PETER,CHADEMA,9871,1125,31.72
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,KUGA PETER MZIRAY,APPT - MAENDELEO,551,1125,1.77
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,LIPUMBA IBRAHIM HARUNA,CUF,232,1125,0.75
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,71,1125,0.23
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,MGAYWA MUTTAMWEGA BHATT,TLP,48,1125,0.15
22,RUKWA,137,WILAYA YA SUMBAWANGA,359,KALAMBO,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,47,1125,0.15
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,KIKWETE JAKAYA MRISHO,CCM,27652,1055,69.61
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,SLAA WILLIBROD PETER,CHADEMA,9712,1055,24.45
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,KUGA PETER MZIRAY,APPT - MAENDELEO,628,1055,1.58
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,LIPUMBA IBRAHIM HARUNA,CUF,361,1055,0.91
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,207,1055,0.52
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,MGAYWA MUTTAMWEGA BHATT,TLP,64,1055,0.16
22,RUKWA,137,WILAYA YA SUMBAWANGA,360,KWELA,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,44,1055,0.11
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,KIKWETE JAKAYA MRISHO,CCM,20836,790,59
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,SLAA WILLIBROD PETER,CHADEMA,13154,790,37.25
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,KUGA PETER MZIRAY,APPT - MAENDELEO,267,790,0.76
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,LIPUMBA IBRAHIM HARUNA,CUF,175,790,0.5
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,50,790,0.14
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,23,790,0.07
22,RUKWA,133,MANISPAA YA SUMBAWANGA,353,SUMBAWANGA MJINI,MGAYWA MUTTAMWEGA BHATT,TLP,19,790,0.05
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,KIKWETE JAKAYA MRISHO,CCM,9526,315,57.11
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,SLAA WILLIBROD PETER,CHADEMA,6523,315,39.11
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,LIPUMBA IBRAHIM HARUNA,CUF,168,315,1.01
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,KUGA PETER MZIRAY,APPT - MAENDELEO,88,315,0.53
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,27,315,0.16
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,MGAYWA MUTTAMWEGA BHATT,TLP,22,315,0.13
22,RUKWA,134,MJI WA MPANDA,354,MPANDA MJINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,10,315,0.06
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,KIKWETE JAKAYA MRISHO,CCM,16435,686,76.03
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,SLAA WILLIBROD PETER,CHADEMA,3747,686,17.33
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,KUGA PETER MZIRAY,APPT - MAENDELEO,353,686,1.63
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,LIPUMBA IBRAHIM HARUNA,CUF,304,686,1.41
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,42,686,0.19
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,26,686,0.12
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,MGAYWA MUTTAMWEGA BHATT,TLP,24,686,0.11
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,KIKWETE JAKAYA MRISHO,CCM,7817,386,62.87
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,SLAA WILLIBROD PETER,CHADEMA,3669,386,29.51
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,LIPUMBA IBRAHIM HARUNA,CUF,378,386,3.04
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,KUGA PETER MZIRAY,APPT - MAENDELEO,128,386,1.03
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,26,386,0.21
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,MGAYWA MUTTAMWEGA BHATT,TLP,17,386,0.14
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,13,386,0.1
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,KIKWETE JAKAYA MRISHO,CCM,16435,686,76.03
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,SLAA WILLIBROD PETER,CHADEMA,3747,686,17.33
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,KUGA PETER MZIRAY,APPT - MAENDELEO,353,686,1.63
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,LIPUMBA IBRAHIM HARUNA,CUF,304,686,1.41
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,42,686,0.19
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,26,686,0.12
22,RUKWA,135,WILAYA YA MPANDA,356,KATAVI,MGAYWA MUTTAMWEGA BHATT,TLP,24,686,0.11
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,KIKWETE JAKAYA MRISHO,CCM,7817,386,62.87
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,SLAA WILLIBROD PETER,CHADEMA,3669,386,29.51
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,LIPUMBA IBRAHIM HARUNA,CUF,378,386,3.04
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,KUGA PETER MZIRAY,APPT - MAENDELEO,128,386,1.03
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,26,386,0.21
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,MGAYWA MUTTAMWEGA BHATT,TLP,17,386,0.14
22,RUKWA,135,WILAYA YA MPANDA,355,MPANDA VIJIJINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,13,386,0.1
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,KIKWETE JAKAYA MRISHO,CCM,13121,710,57.08
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,SLAA WILLIBROD PETER,CHADEMA,8623,710,37.51
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,LIPUMBA IBRAHIM HARUNA,CUF,216,710,0.94
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,KUGA PETER MZIRAY,APPT - MAENDELEO,208,710,0.9
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,65,710,0.28
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,DOVUTWA YAHMI NASSORO DOVUTWA,UPDP,30,710,0.13
22,RUKWA,136,WILAYA YA NKASI,357,NKASI KASKAZINI,MGAYWA MUTTAMWEGA BHATT,TLP,16,710,0.07
,,,,,,,,,,
,,,,,,,,,,
RegionID,Region,DistrictID,District,ConstID,Const,Candidates,Political Party,Total Votes,Spoiltvotes,Percentage Votes
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,KIKWETE JAKAYA MRISHO,CCM,11404,574,57.79
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,SLAA WILLIBROD PETER,CHADEMA,7227,574,36.62
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,KUGA PETER MZIRAY,APPT - MAENDELEO,323,574,1.64
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,LIPUMBA IBRAHIM HARUNA,CUF,93,574,0.47
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,RUNGWE HASHIM SPUNDA,NCCR-MAGEUZI,55,574,0.28
22,RUKWA,136,WILAYA YA NKASI,358,NKASI KUSINI,MGAYWA MUTTAMWEGA BHATT,TLP,37,574,0.19
